Name,Notes,slide
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Colon,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-colon/,T6235090-PP-B301133
Frozen Tissue Array - 37 Different Kidney Tumors and 3 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-37-different-kidney-tumors-and-3-corresponding-normal-controls/,T6235142-1-B705062
Frozen Tissue Array - 37 Different Kidney Tumors and 3 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-37-different-kidney-tumors-and-3-corresponding-normal-controls-2/,T6235142-5-B705062
Matched Pair - Frozen Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Kidney,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-and-matched-metastatic-tumor-pm-kidney/,T6235142-PM-B504013
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Kidney,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-kidney/,T6235142-PP-C209095
Matched Pair - Frozen Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Liver,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-and-matched-metastatic-tumor-pm-liver/,T6235149-PM-B504014
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Liver,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-liver/,T6235149-PP-A911115
Frozen Tissue Array - 40 Different Lung Tumors and 5 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-40-different-lung-tumors-and-5-corresponding-normal-controls/,T6235152-1-B711071
Frozen Tissue Array - 40 Different Lung Tumors and 5 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-40-different-lung-tumors-and-5-corresponding-normal-controls-2/,T6235152-5-B711071
Matched Pair - Frozen Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Lung,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-and-matched-metastatic-tumor-pm-lung/,T6235152-PM-A812075
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Lung,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-lung/,T6235152-PP-B509015
Frozen Tissue Array - 37 Different Ovarian Tumors and 3 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-37-different-ovarian-tumors-and-3-corresponding-normal-controls/,T6235183-1-B705061
Frozen Tissue Array - 37 Different Ovarian Tumors and 3 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-37-different-ovarian-tumors-and-3-corresponding-normal-controls-2/,T6235183-5-B705061
Frozen Tissue Array - 24 Different Prostate Tumors and 4 Corresponding Normal Controls,http://www.biochain.com/product/frozen-tissue-array-24-different-prostate-tumors-and-4-corresponding-normal-controls/,T6235201
Matched Pair - Frozen Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Rectum,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-and-matched-metastatic-tumor-pm-rectum/,T6235206-PM-B504015
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Rectum,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-rectum/,T6235206-PP-A708209
Matched Pair - Frozen Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Stomach,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-and-matched-metastatic-tumor-pm-stomach/,T6235248-PM-B302153
Matched Pair - Frozen Tissue Section - Human Primary Tumor and Normal (PP): Stomach,http://www.biochain.com/product/matched-pair-frozen-tissue-section-human-primary-tumor-and-normal-pp-stomach/,T6235248-PP-A702008
"Frozen Tissue Array - Human Tumor and Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-human-tumor-and-normal-tissue-multi-tissue-i/,T6235700-1-B712101
"Frozen Tissue Array - Human Tumor and Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-human-tumor-and-normal-tissue-multi-tissue-i-2/,T6235700-5-C303338
Frozen Tissue Section - Arteriosclerosis Aorta and Matched Non-arteriosclerosis Aorta,http://www.biochain.com/product/frozen-tissue-section-arteriosclerosis-aorta-and-matched-non-arteriosclerosis-aorta/,T6236012Hd-4-PP-B510089
Frozen Tissue Section - Arteriosclerosis Artery and Matched Non-arteriosclerosis Artery,http://www.biochain.com/product/frozen-tissue-section-arteriosclerosis-artery-and-matched-non-arteriosclerosis-artery/,T6236013Hd-4-PP-B202095
"Frozen Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue I, 7 different tissues",http://www.biochain.com/product/frozen-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-i-7-different-tissues/,T6236444Alz-B808031
"Frozen Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue II, 7 different tissues",http://www.biochain.com/product/frozen-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-ii-7-different-tissues/,T6236445Alz-B106032
"Frozen Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue III, 8 different tissues",http://www.biochain.com/product/frozen-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-iii-8-different-tissues/,T6236446Alz-B106034
"Frozen Tissue Section Panel - Human Disease Tissue, Alzheimer's Disease, Multi-tissue IV, 7 different tissues",http://www.biochain.com/product/frozen-tissue-section-panel-human-disease-tissue-alzheimers-disease-multi-tissue-iv-7-different-tissues/,T6236564Alz-B106033
Frozen Tissue Section Panel - Mouse Whole Brain Segmentation Panel,http://www.biochain.com/product/frozen-tissue-section-panel-mouse-whole-brain-segmentation-panel/,T6334035-B307208
"Frozen Tissue Section Panel - Mouse Normal Tissue, Multi-tissue III",http://www.biochain.com/product/frozen-tissue-section-panel-mouse-normal-tissue-multi-tissue-iii/,T6334423-A707320
"Frozen Tissue Section Panel - Mouse Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-section-panel-mouse-normal-tissue-multi-tissue-i/,T6334447
"Frozen Tissue Section Panel - Mouse Normal Tissue, Multi-tissue II",http://www.biochain.com/product/frozen-tissue-section-panel-mouse-normal-tissue-multi-tissue-ii/,T6334608-B902064
FDA Standard Frozen Tissue Array - Mouse Normal,http://www.biochain.com/product/fda-standard-frozen-tissue-array-mouse-normal/,T6334701-1-C409001
FDA Standard Frozen Tissue Array - Mouse Normal,http://www.biochain.com/product/fda-standard-frozen-tissue-array-mouse-normal-2/,T6334701-2-C409001
"Frozen Tissue Section Panel - Rat Normal Tissue, Multi-tissue III",http://www.biochain.com/product/frozen-tissue-section-panel-rat-normal-tissue-multi-tissue-iii/,T6434423-A910109
"Frozen Tissue Section Panel - Rat Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-section-panel-rat-normal-tissue-multi-tissue-i/,T6434448-A707001
FDA Standard Frozen Tissue Array - Rat Normal,http://www.biochain.com/product/fda-standard-frozen-tissue-array-rat-normal/,T6434701-1-B204029
FDA Standard Frozen Tissue Array - Rat Normal,http://www.biochain.com/product/fda-standard-frozen-tissue-array-rat-normal-2/,T6434701-2-B204029
"Frozen Tissue Section Panel - Monkey (Rhesus) Normal Tissue, Multi-tissue III",http://www.biochain.com/product/frozen-tissue-section-panel-monkey-rhesus-normal-tissue-multi-tissue-iii/,T6534423-A909033
"Frozen Tissue Section Panel - Monkey (Cynomolgus) Normal Tissue, Multi-tissue III",http://www.biochain.com/product/frozen-tissue-section-panel-monkey-cynomolgus-normal-tissue-multi-tissue-iii/,T6534423-Cy-B508202
"Frozen Tissue Section Panel - Monkey (Rhesus) Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-section-panel-monkey-rhesus-normal-tissue-multi-tissue-i/,T6534448-B806040
"Frozen Tissue Section Panel - Monkey (Cynomolgus) Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-section-panel-monkey-cynomolgus-normal-tissue-multi-tissue-i/,T6534448-Cy-B801115
"Frozen Tissue Array - Dog Male Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-dog-male-adult-normal-tissue-multi-tissue-i/,T6734700-G01-1-B204102
"Frozen Tissue Array - Dog Male Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-dog-male-adult-normal-tissue-multi-tissue-i-2/,T6734700-G01-5-B204102
"Frozen Tissue Array - Dog Female Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-dog-female-adult-normal-tissue-multi-tissue-i/,T6734700-G02-1-B204101
"Frozen Tissue Array - Dog Female Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-dog-female-adult-normal-tissue-multi-tissue-i-2/,T6734700-G02-5-B204101
"Frozen Tissue Array - Rabbit Male Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-rabbit-male-adult-normal-tissue-multi-tissue-i/,T6834700-G01-1-B204031
"Frozen Tissue Array - Rabbit Male Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-rabbit-male-adult-normal-tissue-multi-tissue-i-2/,T6834700-G01-5-B204031
"Frozen Tissue Array - Rabbit Female Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-rabbit-female-adult-normal-tissue-multi-tissue-i/,T6834700-G02-1-B204030
"Frozen Tissue Array - Rabbit Female Adult Normal Tissue, Multi-tissue I",http://www.biochain.com/product/frozen-tissue-array-rabbit-female-adult-normal-tissue-multi-tissue-i-2/,T6834700-G02-5-B204030
Multiple Species Paraffin Tissue Array - Brain,http://www.biochain.com/product/multiple-species-paraffin-tissue-array-brain/,T8134035-2-A805188
Multiple Species Paraffin Tissue Array - Brain,http://www.biochain.com/product/multiple-species-paraffin-tissue-array-brain-2/,T8134035-5-A805188
Multiple Species Paraffin Tissue Array - Liver,http://www.biochain.com/product/multiple-species-paraffin-tissue-array-liver/,T8134149-2-A805189
Multiple Species Paraffin Tissue Array - Liver,http://www.biochain.com/product/multiple-species-paraffin-tissue-array-liver-2/,T8134149-5-A805189
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) I: Major Organ",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-i-major-organ/,T8234431-C308039
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) II: Major Organ",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-ii-major-organ/,T8234432-C504293
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) III: Major Organ",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-iii-major-organ/,T8234433-B403047
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Brain I, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-brain-i-7-different-tissues/,T8234444-C307109
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Brain II, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-brain-ii-7-different-tissues/,T8234445-A705153
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Brain IV, 7 different tissues",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-brain-iv-7-different-tissues/,T8234564-C308137
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) IV",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-iv/,T8234601-B611092
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) V",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-v/,T8234602-B108014
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) VI",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-vi/,T8234603-B608327
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) VII",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-vii/,T8234604-B503038
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) VIII",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-viii/,T8234605-A701164
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) IX",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-ix/,T8234606-A606274
"Paraffin Tissue Section Panel - Human Adult Normal Tissue, Multi-tissue (8) X",http://www.biochain.com/product/paraffin-tissue-section-panel-human-adult-normal-tissue-multi-tissue-8-x/,T8234607-C603459
FDA Standard Tissue Array,http://www.biochain.com/product/fda-standard-tissue-array/,T8234701-1-C506102
FDA Standard Tissue Array,http://www.biochain.com/product/fda-standard-tissue-array-2/,T8234701-5-C506102
"Paraffin Tissue Section Array - Human Adult Normal Tissue,  Array I (64 Specimens)",http://www.biochain.com/product/paraffin-tissue-section-array-human-adult-normal-tissue-array-i-64-specimens/,T8234708-2-C406132
"Paraffin Tissue Section Array - Human Adult Normal Tissue,  Array I (64 Specimens)",http://www.biochain.com/product/paraffin-tissue-section-array-human-adult-normal-tissue-array-i-64-specimens-2/,T8234708-5-C406132
"Paraffin Tissue Section Panel - Human Tumor Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues/,T8235086-A909043
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Breast,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-breast/,T8235086-PM
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Breast,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-breast/,T8235086-PP-B707248
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-2/,T8235090
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Colon,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-colon/,T8235090-PM-B705019
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Colon,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-colon/,T8235090-PP-B906183
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-3/,T8235106-A811252
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-4/,T8235142-A511022
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Kidney,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-kidney/,T8235142-PM
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Kidney,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-kidney/,T8235142-PP-B705021
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-5/,T8235149-A601034
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Liver,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-liver/,T8235149-PM-A912066
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Liver,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-liver/,T8235149-PP
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-6/,T8235152-A702136
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Lung,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-lung/,T8235152-PM-A511028
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Lung,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-lung/,T8235152-PP-B505007
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-7/,T8235183-A704020
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-8/,T8235206-A811253
Matched Pair - Paraffin Tissue Section - Human Primary and Matched Metastatic Tumor (PM): Rectum,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-and-matched-metastatic-tumor-pm-rectum/,T8235206-PM
Matched Pair - Paraffin Tissue Section - Human Primary Tumor and Normal (PP): Rectum,http://www.biochain.com/product/matched-pair-paraffin-tissue-section-human-primary-tumor-and-normal-pp-rectum/,T8235206-PP-A603507
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-9/,T8235248-A811254
Matched Pair - Paraffin Tissue Sections - Human Primary and Matched Metastatic Tumor (PM): Stomach,http://www.biochain.com/product/matched-pair-paraffin-tissue-sections-human-primary-and-matched-metastatic-tumor-pm-stomach/,T8235248-PM
Matched Pair - Paraffin Tissue Sections - Human Primary Tumor and Normal (PP): Stomach,http://www.biochain.com/product/matched-pair-paraffin-tissue-sections-human-primary-tumor-and-normal-pp-stomach/,T8235248-PP-A702140
"Paraffin Tissue Section Panel - Human Tumor, Same Tumor Type, Different Donors (5 tissues)",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-same-tumor-type-different-donors-5-tissues-10/,T8235274
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel I, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-i-5-tissue-spots/,T8235417-A901017
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel II, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-ii-5-tissue-spots/,T8235418-A605037
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel III, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-iii-5-tissue-spots/,T8235419-B104065
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel IV, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-iv-5-tissue-spots/,T8235420-A604317
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel V, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-v-5-tissue-spots/,T8235421
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel VI, 5 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-vi-5-tissue-spots/,T8235422-A611323
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel I, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-i-8-tissue-spots/,T8235437-A610098
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel II, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-ii-8-tissue-spots/,T8235438-A610097
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel III, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-iii-8-tissue-spots/,T8235439-A608334
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel IV, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-iv-8-tissue-spots/,T8235440
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel V, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-v-8-tissue-spots/,T8235441-A807237
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel VI, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-vi-8-tissue-spots/,T8235442-A804146
"Paraffin Tissue Section Panel - Human Tumor, Different Tumor Type, Different Donors, Panel VII, 8 tissue spots",http://www.biochain.com/product/paraffin-tissue-section-panel-human-tumor-different-tumor-type-different-donors-panel-vii-8-tissue-spots/,T8235443-A608335
Multiple Tumor Tissue Array  - 15 different tumors and their corresponding normal tissues spotted in duplicate,http://www.biochain.com/product/multiple-tumor-tissue-array-15-different-tumors-and-their-corresponding-normal-tissues-spotted-in-duplicate/,T8235712-2-C412224
Multiple Tumor Tissue Array  - 15 different tumors and their corresponding normal tissues spotted in duplicate,http://www.biochain.com/product/multiple-tumor-tissue-array-15-different-tumors-and-their-corresponding-normal-tissues-spotted-in-duplicate-2/,T8235712-5-C412224
"Multiple Tumor Tissue Array  - 47 different tumors and their corresponding normal tissues, plus 2 control spots",http://www.biochain.com/product/multiple-tumor-tissue-array-47-different-tumors-and-their-corresponding-normal-tissues-plus-2-control-spots/,T8235713-2
"Multiple Tumor Tissue Array  - 47 different tumors and their corresponding normal tissues, plus 2 control spots",http://www.biochain.com/product/multiple-tumor-tissue-array-47-different-tumors-and-their-corresponding-normal-tissues-plus-2-control-spots-2/,T8235713-5
"Multiple Tumor Tissue Array - Ovary, Bladder, Breast, Kidney, Uterus, and Lung tumors, plus 12 tumor/normal pairs",http://www.biochain.com/product/multiple-tumor-tissue-array-ovary-bladder-breast-kidney-uterus-and-lung-tumors-plus-12-tumornormal-pairs/,T8235714d-2-A605038
"Multiple Tumor Tissue Array - Ovary, Bladder, Breast, Kidney, Uterus, and Lung tumors, plus 12 tumor/normal pairs",http://www.biochain.com/product/multiple-tumor-tissue-array-ovary-bladder-breast-kidney-uterus-and-lung-tumors-plus-12-tumornormal-pairs-2/,T8235714d-5-A605038
"Multiple Tumor Tissue Array - Kidney, Colon, Esophagus, Liver, Rectum and Stomach tumors, plus 12 tumor/normal pairs",http://www.biochain.com/product/multiple-tumor-tissue-array-kidney-colon-esophagus-liver-rectum-and-stomach-tumors-plus-12-tumornormal-pairs/,T8235715d-2-A702129
"Multiple Tumor Tissue Array - Kidney, Colon, Esophagus, Liver, Rectum and Stomach tumors, plus 12 tumor/normal pairs",http://www.biochain.com/product/multiple-tumor-tissue-array-kidney-colon-esophagus-liver-rectum-and-stomach-tumors-plus-12-tumornormal-pairs-2/,T8235715d-5-A702129
"Multiple Tumor Tissue Array - Bladder, Colon, Kidney, Lung, Stomach, and Uterus tumors",http://www.biochain.com/product/multiple-tumor-tissue-array-bladder-colon-kidney-lung-stomach-and-uterus-tumors/,T8235716d-2-A705056
"Multiple Tumor Tissue Array - Bladder, Colon, Kidney, Lung, Stomach, and Uterus tumors, plus 12 tumor/normal pairs",http://www.biochain.com/product/multiple-tumor-tissue-array-bladder-colon-kidney-lung-stomach-and-uterus-tumors-plus-12-tumornormal-pairs/,T8235716d-5-A705056
Breast Tumor Tissue Array - 64 Different Breast tumors. Plus positive control and negative control,http://www.biochain.com/product/breast-tumor-tissue-array-64-different-breast-tumors-plus-positive-control-and-negative-control/,T8235721-2-B904111
Breast Tumor Tissue Array - 64 Different Breast tumors. Plus positive control and negative control,http://www.biochain.com/product/breast-tumor-tissue-array-64-different-breast-tumors-plus-positive-control-and-negative-control-2/,T8235721-5-B904111
Colon Tumor Tissue Array - 64 Different Colon tumors. Plus positive control and negative control,http://www.biochain.com/product/colon-tumor-tissue-array-64-different-colon-tumors-plus-positive-control-and-negative-control/,T8235722-2-B504071
Colon Tumor Tissue Array - 64 Different Colon tumors. Plus positive control and negative control,http://www.biochain.com/product/colon-tumor-tissue-array-64-different-colon-tumors-plus-positive-control-and-negative-control-2/,T8235722-5-B504071
Rectum Tumor Tissue Array - 64 Different Rectum tumors. Plus positive control and negative control,http://www.biochain.com/product/rectum-tumor-tissue-array-64-different-rectum-tumors-plus-positive-control-and-negative-control/,T8235723-2-A703136
Rectum Tumor Tissue Array - 64 Different Rectum tumors. Plus positive control and negative control,http://www.biochain.com/product/rectum-tumor-tissue-array-64-different-rectum-tumors-plus-positive-control-and-negative-control-2/,T8235723-5-A703136
Lung Tumor Tissue Array - 64 Different Lung tumors. Plus positive control and negative control,http://www.biochain.com/product/lung-tumor-tissue-array-64-different-lung-tumors-plus-positive-control-and-negative-control/,T8235724-2-B506312
Lung Tumor Tissue Array - 64 Different Lung tumors. Plus positive control and negative control,http://www.biochain.com/product/lung-tumor-tissue-array-64-different-lung-tumors-plus-positive-control-and-negative-control-2/,T8235724-5-B506312
Ovary Tumor Tissue Array - 64 Different Ovary tumors. Plus positive control and negative control,http://www.biochain.com/product/ovary-tumor-tissue-array-64-different-ovary-tumors-plus-positive-control-and-negative-control/,T8235725-2-B807133
Ovary Tumor Tissue Array - 64 Different Ovary tumors. Plus positive control and negative control,http://www.biochain.com/product/ovary-tumor-tissue-array-64-different-ovary-tumors-plus-positive-control-and-negative-control-2/,T8235725-5-B807133
Breast Tumor and Normal Tissue Array  60 spots:  Duplicated spots from breast tumor tissues (25 donors) and breast normal tissue,http://www.biochain.com/product/breast-tumor-and-normal-tissue-array-60-spots-duplicated-spots-from-breast-tumor-tissues-25-donors-and-breast-normal-tissue/,T8235731-2-C601023
Breast Tumor and Normal Tissue Array  60 spots:  Duplicated spots from breast tumor tissues (25 donors) and breast normal tissue,http://www.biochain.com/product/breast-tumor-and-normal-tissue-array-60-spots-duplicated-spots-from-breast-tumor-tissues-25-donors-and-breast-normal-tissue-2/,T8235731-5-C601023
Lung Tumor and Normal Tissue Array  60 spots:  Duplicated spots from lung tumor tissues (25 donors) and lung normal tissue,http://www.biochain.com/product/lung-tumor-and-normal-tissue-array-60-spots-duplicated-spots-from-lung-tumor-tissues-25-donors-and-lung-normal-tissue/,T8235732-2-A706012
Lung Tumor and Normal Tissue Array  60 spots:  Duplicated spots from lung tumor tissues (25 donors) and lung normal tissue,http://www.biochain.com/product/lung-tumor-and-normal-tissue-array-60-spots-duplicated-spots-from-lung-tumor-tissues-25-donors-and-lung-normal-tissue-2/,T8235732-5-A706012
Colon Tumor Matched Pair Tissue Array - 24 colon tumor/adjacent normal pairs. Plus positive control and negative control,http://www.biochain.com/product/colon-tumor-matched-pair-tissue-array-24-colon-tumoradjacent-normal-pairs-plus-positive-control-and-negative-control/,T8235790D-2-C210054
